"","date","maxtempC","mintempC","totalSnow_cm","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset","location"
"134","2014-05-14",28,18,0,12.1,5,100,19,23,23,22,13,76,83,2.8,1002,28,8,248,9,321,"Hazardous","2014-05-14","06:12 PM","04:28 AM","05:00 AM","06:42 PM","shanghai"
"135","2014-05-15",26,16,0,13.8,6,89,14,22,22,21,15,30,64,0,1007,26,10,173,10,322,"Hazardous","2014-05-15","07:15 PM","05:15 AM","04:59 AM","06:42 PM","shanghai"
"136","2014-05-16",25,16,0,13.8,6,82,13,22,22,21,18,17,61,0,1010,25,10,137,12,315,"Hazardous","2014-05-16","08:15 PM","06:07 AM","04:59 AM","06:43 PM","shanghai"
"137","2014-05-17",21,17,0,8.7,4,75,16,19,19,19,18,98,86,1.1,1011,21,7,116,13,312,"Hazardous","2014-05-17","09:14 PM","07:05 AM","04:58 AM","06:44 PM","shanghai"
"138","2014-05-18",19,16,0,8.7,4,68,15,18,18,18,15,91,84,0.5,1012,19,7,60,12,213,"Very unhealthy","2014-05-18","10:08 PM","08:06 AM","04:58 AM","06:44 PM","shanghai"
"139","2014-05-19",23,16,0,8.7,5,60,17,20,21,20,9,77,83,0.3,1010,23,10,116,7,304,"Hazardous","2014-05-19","10:58 PM","09:10 AM","04:57 AM","06:45 PM","shanghai"
"140","2014-05-20",25,18,0,12.2,5,53,18,22,22,22,16,48,79,0.3,1008,25,8,234,12,325,"Hazardous","2014-05-20","11:44 PM","10:14 AM","04:56 AM","06:46 PM","shanghai"
"141","2014-05-21",27,17,0,13.9,6,46,17,24,24,23,18,15,72,0,1009,27,10,146,13,333,"Hazardous","2014-05-21","No moonrise","11:19 AM","04:56 AM","06:46 PM","shanghai"
"142","2014-05-22",26,18,0,13.9,6,39,16,23,23,22,24,8,72,0,1012,26,10,155,18,316,"Hazardous","2014-05-22","12:25 AM","12:22 PM","04:55 AM","06:47 PM","shanghai"
"143","2014-05-23",25,18,0,13.9,6,31,17,23,23,22,27,2,77,0,1016,25,10,134,21,180,"Unhealthy","2014-05-23","01:05 AM","01:24 PM","04:55 AM","06:48 PM","shanghai"
"144","2014-05-24",25,18,0,11,5,24,19,24,24,22,31,49,83,0,1013,25,10,147,22,177,"Unhealthy","2014-05-24","01:44 AM","02:25 PM","04:54 AM","06:48 PM","shanghai"
"145","2014-05-25",29,21,0,9.9,6,17,22,28,28,25,15,80,84,1.5,1008,29,10,223,11,310,"Hazardous","2014-05-25","02:22 AM","03:26 PM","04:54 AM","06:49 PM","shanghai"
"146","2014-05-26",30,21,0,13.3,6,9,19,28,28,26,14,33,69,0,1009,30,8,186,10,342,"Hazardous","2014-05-26","03:02 AM","04:25 PM","04:53 AM","06:49 PM","shanghai"
"147","2014-05-27",32,21,0,14,7,2,15,28,28,27,20,15,50,0,1005,32,10,228,13,352,"Hazardous","2014-05-27","03:43 AM","05:24 PM","04:53 AM","06:50 PM","shanghai"
"148","2014-05-28",35,22,0,14,7,0,15,30,30,29,18,19,46,0,1006,35,10,217,11,338,"Hazardous","2014-05-28","04:27 AM","06:20 PM","04:53 AM","06:51 PM","shanghai"
"149","2014-05-29",32,22,0,14,7,0,16,28,28,27,19,16,52,0,1007,32,10,155,12,315,"Hazardous","2014-05-29","05:14 AM","07:15 PM","04:52 AM","06:51 PM","shanghai"
"150","2014-05-30",31,22,0,13.4,6,5,16,28,28,27,22,29,52,0,1009,31,10,169,15,329,"Hazardous","2014-05-30","06:02 AM","08:05 PM","04:52 AM","06:52 PM","shanghai"
"151","2014-05-31",26,20,0,14,6,9,18,24,24,23,28,31,77,0,1011,26,10,142,21,305,"Hazardous","2014-05-31","06:53 AM","08:51 PM","04:52 AM","06:52 PM","shanghai"
"152","2014-06-01",25,20,0,8.8,5,20,20,24,24,23,35,85,87,8.2,1005,25,9,152,26,173,"Unhealthy","2014-06-01","07:45 AM","09:34 PM","04:51 AM","06:53 PM","shanghai"
"153","2014-06-02",27,20,0,14,6,28,19,25,25,23,28,40,78,0,1003,27,10,281,20,293,"Very unhealthy","2014-06-02","08:37 AM","10:13 PM","04:51 AM","06:53 PM","shanghai"
"154","2014-06-03",23,17,0,9.9,5,35,16,22,22,21,21,61,74,0.3,1005,23,10,299,15,303,"Hazardous","2014-06-03","09:30 AM","10:49 PM","04:51 AM","06:54 PM","shanghai"
"155","2014-06-04",25,18,0,11.1,5,43,17,23,23,22,19,55,72,0,1005,25,10,244,13,324,"Hazardous","2014-06-04","10:22 AM","11:24 PM","04:51 AM","06:55 PM","shanghai"
"156","2014-06-05",27,18,0,13.4,5,50,18,24,24,23,13,46,78,0.1,1006,27,9,105,10,300,"Very unhealthy","2014-06-05","11:15 AM","11:57 PM","04:51 AM","06:55 PM","shanghai"
"157","2014-06-06",28,19,0,14.1,6,58,19,25,25,24,13,20,74,0,1005,28,10,117,10,304,"Hazardous","2014-06-06","12:08 PM","No moonset","04:51 AM","06:56 PM","shanghai"
"158","2014-06-07",30,20,0,14.1,7,65,21,27,27,25,14,20,78,0,1004,30,10,122,10,312,"Hazardous","2014-06-07","01:02 PM","12:30 AM","04:50 AM","06:56 PM","shanghai"
"159","2014-06-08",27,21,0,14.1,6,73,19,26,26,24,15,21,77,0,1006,27,10,115,12,287,"Very unhealthy","2014-06-08","01:57 PM","01:04 AM","04:50 AM","06:56 PM","shanghai"
"160","2014-06-09",26,20,0,14.1,6,81,19,24,24,23,20,28,80,0,1006,26,10,109,16,207,"Very unhealthy","2014-06-09","02:55 PM","01:41 AM","04:50 AM","06:57 PM","shanghai"
"161","2014-06-10",28,20,0,13.4,5,88,19,26,26,24,16,27,76,0,1007,28,10,73,13,180,"Unhealthy","2014-06-10","03:55 PM","02:20 AM","04:50 AM","06:57 PM","shanghai"
"162","2014-06-11",28,20,0,13.4,5,96,19,25,25,24,13,43,75,0.3,1007,28,8,69,10,183,"Unhealthy","2014-06-11","04:57 PM","03:04 AM","04:50 AM","06:58 PM","shanghai"
"163","2014-06-12",29,19,0,13.4,7,100,18,25,25,24,10,38,69,0.3,1006,29,10,95,8,308,"Hazardous","2014-06-12","05:59 PM","03:54 AM","04:50 AM","06:58 PM","shanghai"
"164","2014-06-13",31,19,0,14.1,7,89,18,28,28,27,12,21,61,0,1008,31,10,187,9,331,"Hazardous","2014-06-13","07:00 PM","04:49 AM","04:50 AM","06:59 PM","shanghai"
"165","2014-06-14",34,22,0,14.1,7,82,18,29,29,28,13,20,55,0,1008,34,10,162,9,336,"Hazardous","2014-06-14","07:58 PM","05:50 AM","04:50 AM","06:59 PM","shanghai"
"166","2014-06-15",29,23,0,12.2,6,74,18,27,27,26,17,53,65,0,1007,29,10,121,13,308,"Hazardous","2014-06-15","08:52 PM","06:55 AM","04:50 AM","06:59 PM","shanghai"
"167","2014-06-16",26,22,0,9.1,5,67,21,26,26,24,25,92,86,0,1003,26,10,116,19,150,"Unhealthy for sensitive groups","2014-06-16","09:41 PM","08:02 AM","04:50 AM","07:00 PM","shanghai"
"168","2014-06-17",26,21,0,9.1,5,59,22,27,27,24,12,87,86,0.1,1002,26,8,220,9,293,"Very unhealthy","2014-06-17","10:24 PM","09:09 AM","04:50 AM","07:00 PM","shanghai"
"169","2014-06-18",26,20,0,12.3,5,52,19,25,25,23,12,51,79,0.1,1006,26,10,76,9,180,"Unhealthy","2014-06-18","11:06 PM","10:14 AM","04:51 AM","07:00 PM","shanghai"
"170","2014-06-19",27,21,0,14.5,7,44,20,26,26,24,20,35,79,0,1005,27,10,126,16,250,"Very unhealthy","2014-06-19","11:45 PM","11:18 AM","04:51 AM","07:01 PM","shanghai"
"171","2014-06-20",27,22,0,9.1,6,36,23,27,27,25,14,93,90,3.5,1003,27,7,133,10,193,"Unhealthy","2014-06-20","No moonrise","12:20 PM","04:51 AM","07:01 PM","shanghai"
"172","2014-06-21",23,22,0,10.2,5,29,22,25,25,23,17,93,95,10,1004,23,7,39,11,213,"Very unhealthy","2014-06-21","12:24 AM","01:21 PM","04:51 AM","07:01 PM","shanghai"
"173","2014-06-22",24,21,0,13.4,5,21,20,25,25,23,11,51,86,0.4,1008,24,8,85,8,138,"Unhealthy for sensitive groups","2014-06-22","01:03 AM","02:20 PM","04:51 AM","07:01 PM","shanghai"
"174","2014-06-23",23,20,0,12.3,5,14,20,24,24,22,11,51,86,0,1008,23,9,135,8,210,"Very unhealthy","2014-06-23","01:43 AM","03:18 PM","04:52 AM","07:01 PM","shanghai"
"175","2014-06-24",28,20,0,14.5,7,6,21,26,26,24,14,20,80,0,1007,28,9,165,10,297,"Very unhealthy","2014-06-24","02:25 AM","04:14 PM","04:52 AM","07:02 PM","shanghai"
"176","2014-06-25",24,21,0,9.1,5,0,20,25,25,22,16,89,89,0,1007,24,10,127,11,162,"Unhealthy","2014-06-25","03:10 AM","05:09 PM","04:52 AM","07:02 PM","shanghai"
"177","2014-06-26",25,21,0,9.1,5,0,22,25,25,23,11,100,94,0.5,1005,25,5,73,8,150,"Unhealthy for sensitive groups","2014-06-26","03:58 AM","06:00 PM","04:52 AM","07:02 PM","shanghai"
"178","2014-06-27",24,20,0,10.1,5,0,21,25,25,23,10,82,92,2.7,1006,24,7,48,7,188,"Unhealthy","2014-06-27","04:47 AM","06:47 PM","04:53 AM","07:02 PM","shanghai"
"179","2014-06-28",29,19,0,13.4,6,1,21,26,26,24,10,44,81,0,1007,29,8,204,7,316,"Hazardous","2014-06-28","05:39 AM","07:32 PM","04:53 AM","07:02 PM","shanghai"
"180","2014-06-29",30,21,0,13.4,6,9,20,28,28,26,12,46,73,0,1008,30,10,181,9,333,"Hazardous","2014-06-29","06:30 AM","08:12 PM","04:53 AM","07:02 PM","shanghai"
"181","2014-06-30",24,20,0,13.4,5,16,19,25,25,23,14,54,81,0.2,1010,24,10,169,10,314,"Hazardous","2014-06-30","07:23 AM","08:49 PM","04:54 AM","07:02 PM","shanghai"
"182","2014-07-01",26,21,0,10.1,5,23,21,26,26,23,15,94,89,1,1010,26,10,123,11,260,"Very unhealthy","2014-07-01","08:15 AM","09:25 PM","04:54 AM","07:02 PM","shanghai"
"183","2014-07-02",29,23,0,10.1,6,30,23,29,29,25,16,79,87,0.4,1003,29,8,235,11,287,"Very unhealthy","2014-07-02","09:08 AM","09:58 PM","04:55 AM","07:02 PM","shanghai"
"184","2014-07-03",30,21,0,14.5,7,37,22,28,28,26,14,24,79,0,1004,30,9,235,10,322,"Hazardous","2014-07-03","10:00 AM","10:30 PM","04:55 AM","07:02 PM","shanghai"
"185","2014-07-04",28,21,0,11.2,5,45,21,26,26,24,21,62,83,0.4,1007,28,10,101,15,247,"Very unhealthy","2014-07-04","10:52 AM","11:04 PM","04:55 AM","07:02 PM","shanghai"
"186","2014-07-05",27,22,0,12.3,6,52,24,29,29,25,26,65,93,3.6,1004,27,9,165,16,188,"Unhealthy","2014-07-05","11:46 AM","11:38 PM","04:56 AM","07:02 PM","shanghai"
"187","2014-07-06",28,21,0,13.4,6,59,22,28,28,25,19,52,84,9.6,1005,28,9,291,13,305,"Hazardous","2014-07-06","12:41 PM","No moonset","04:56 AM","07:02 PM","shanghai"
"188","2014-07-07",29,21,0,13.4,6,66,22,28,28,25,12,40,85,0,1005,29,7,176,8,267,"Very unhealthy","2014-07-07","01:39 PM","12:15 AM","04:57 AM","07:02 PM","shanghai"
"189","2014-07-08",29,22,0,11.2,6,74,23,29,29,26,19,49,86,0.1,1002,29,7,48,14,138,"Unhealthy for sensitive groups","2014-07-08","02:38 PM","12:56 AM","04:57 AM","07:01 PM","shanghai"
"190","2014-07-09",31,24,0,12.3,6,81,23,31,31,27,26,48,81,0.3,1000,31,9,342,19,188,"Unhealthy","2014-07-09","03:40 PM","01:42 AM","04:58 AM","07:01 PM","shanghai"
"191","2014-07-10",33,23,0,13.4,7,88,25,35,35,29,9,27,77,0,1003,33,8,222,6,315,"Hazardous","2014-07-10","04:41 PM","02:33 AM","04:58 AM","07:01 PM","shanghai"
"192","2014-07-11",31,24,0,14.4,6,96,25,35,35,29,12,29,83,6.8,1003,31,9,179,8,337,"Hazardous","2014-07-11","05:42 PM","03:31 AM","04:59 AM","07:01 PM","shanghai"
"193","2014-07-12",34,26,0,13.4,7,100,26,37,37,29,8,46,84,4.6,1003,34,9,187,5,313,"Hazardous","2014-07-12","06:38 PM","04:34 AM","04:59 AM","07:00 PM","shanghai"
"194","2014-07-13",25,22,0,8.8,5,90,23,27,27,24,13,94,94,3.3,1006,25,7,232,10,223,"Very unhealthy","2014-07-13","07:31 PM","05:42 AM","05:00 AM","07:00 PM","shanghai"
"195","2014-07-14",29,21,0,14,6,83,23,29,29,26,10,49,88,0.2,1008,29,6,157,7,315,"Hazardous","2014-07-14","08:18 PM","06:50 AM","05:00 AM","07:00 PM","shanghai"
"196","2014-07-15",24,22,0,8.5,5,75,23,27,27,24,10,94,96,18.6,1009,24,4,107,6,183,"Unhealthy","2014-07-15","09:03 PM","07:59 AM","05:01 AM","06:59 PM","shanghai"
"197","2014-07-16",30,23,0,13.3,6,68,25,32,32,27,10,60,90,0,1009,30,7,136,7,301,"Hazardous","2014-07-16","09:44 PM","09:05 AM","05:02 AM","06:59 PM","shanghai"
"198","2014-07-17",31,24,0,13.3,6,61,25,32,32,27,19,43,90,0,1009,31,9,156,13,112,"Unhealthy for sensitive groups","2014-07-17","10:24 PM","10:10 AM","05:02 AM","06:59 PM","shanghai"
"199","2014-07-18",31,25,0,13.3,6,54,25,33,33,27,23,58,89,0,1010,31,9,147,15,125,"Unhealthy for sensitive groups","2014-07-18","11:04 PM","11:13 AM","05:03 AM","06:58 PM","shanghai"
"200","2014-07-19",30,25,0,13.6,6,46,26,33,33,28,19,40,89,0.4,1010,30,9,148,13,125,"Unhealthy for sensitive groups","2014-07-19","11:44 PM","12:14 PM","05:03 AM","06:58 PM","shanghai"
"201","2014-07-20",33,25,0,13.5,6,39,26,36,36,29,17,12,85,0,1009,33,8,137,12,125,"Unhealthy for sensitive groups","2014-07-20","No moonrise","01:13 PM","05:04 AM","06:57 PM","shanghai"
"202","2014-07-21",32,25,0,13.5,7,32,26,35,35,29,20,32,87,0,1007,32,8,141,14,138,"Unhealthy for sensitive groups","2014-07-21","12:25 AM","02:10 PM","05:05 AM","06:57 PM","shanghai"
"203","2014-07-22",32,25,0,13.5,7,24,26,35,35,29,23,9,84,0,1005,32,10,146,16,125,"Unhealthy for sensitive groups","2014-07-22","01:10 AM","03:05 PM","05:05 AM","06:56 PM","shanghai"
"204","2014-07-23",31,27,0,12.1,6,17,26,36,36,29,24,41,86,0,1004,31,9,131,17,112,"Unhealthy for sensitive groups","2014-07-23","01:56 AM","03:56 PM","05:06 AM","06:56 PM","shanghai"
"205","2014-07-24",31,26,0,12.1,6,10,26,34,34,28,36,56,86,0,1000,31,10,132,25,150,"Unhealthy for sensitive groups","2014-07-24","02:44 AM","04:45 PM","05:06 AM","06:55 PM","shanghai"
"206","2014-07-25",29,26,0,10.9,6,3,25,32,32,27,29,73,88,1.3,1002,29,9,186,17,175,"Unhealthy","2014-07-25","03:35 AM","05:30 PM","05:07 AM","06:55 PM","shanghai"
"207","2014-07-26",31,25,0,13.5,6,0,26,34,34,28,14,32,87,1.5,1010,31,7,54,10,331,"Hazardous","2014-07-26","04:26 AM","06:11 PM","05:08 AM","06:54 PM","shanghai"
"208","2014-07-27",31,24,0,13.5,6,0,26,33,33,28,11,54,89,7.9,1009,31,7,156,8,290,"Very unhealthy","2014-07-27","05:18 AM","06:50 PM","05:08 AM","06:53 PM","shanghai"
"209","2014-07-28",31,23,0,13.4,6,4,25,33,33,28,10,39,87,5.1,1007,31,7,150,7,240,"Very unhealthy","2014-07-28","06:10 AM","07:26 PM","05:09 AM","06:53 PM","shanghai"
"210","2014-07-29",32,25,0,13.4,7,12,26,35,35,29,17,11,82,0,1007,32,10,140,12,210,"Very unhealthy","2014-07-29","07:03 AM","08:00 PM","05:09 AM","06:52 PM","shanghai"
"211","2014-07-30",32,26,0,13.4,6,19,26,35,35,29,21,12,85,0,1006,32,8,130,15,150,"Unhealthy for sensitive groups","2014-07-30","07:55 AM","08:33 PM","05:10 AM","06:51 PM","shanghai"
"212","2014-07-31",31,26,0,13.4,7,23,25,34,34,28,21,50,84,0.3,1004,31,9,70,15,125,"Unhealthy for sensitive groups","2014-07-31","08:47 AM","09:06 PM","05:11 AM","06:51 PM","shanghai"
"213","2014-08-01",27,24,0,8.4,6,33,24,29,29,25,35,94,94,12.8,998,27,9,147,22,125,"Unhealthy for sensitive groups","2014-08-01","09:40 AM","09:39 PM","05:11 AM","06:50 PM","shanghai"
"214","2014-08-02",28,23,0,10.8,6,41,24,29,29,25,35,80,93,1.9,996,28,10,295,22,162,"Unhealthy","2014-08-02","10:33 AM","10:14 PM","05:12 AM","06:49 PM","shanghai"
"215","2014-08-03",33,24,0,13.4,6,48,25,35,35,29,20,24,83,4.4,1001,33,9,245,13,306,"Hazardous","2014-08-03","11:29 AM","10:52 PM","05:13 AM","06:48 PM","shanghai"
"216","2014-08-04",34,25,0,13.3,8,55,26,38,38,30,14,11,80,0,1003,34,10,157,9,319,"Hazardous","2014-08-04","12:25 PM","11:35 PM","05:13 AM","06:47 PM","shanghai"
"217","2014-08-05",33,26,0,13.3,7,63,27,38,38,30,17,10,85,0,1004,33,7,135,12,207,"Very unhealthy","2014-08-05","01:25 PM","No moonset","05:14 AM","06:47 PM","shanghai"
"218","2014-08-06",32,26,0,13.3,7,70,27,37,37,30,18,14,85,0.1,1003,32,8,146,13,125,"Unhealthy for sensitive groups","2014-08-06","02:24 PM","12:21 AM","05:15 AM","06:46 PM","shanghai"
"219","2014-08-07",31,26,0,13.3,6,77,26,35,35,29,18,32,85,0,1002,31,8,130,13,125,"Unhealthy for sensitive groups","2014-08-07","03:24 PM","01:15 AM","05:15 AM","06:45 PM","shanghai"
"220","2014-08-08",29,25,0,12,6,84,25,32,32,27,12,65,91,5.4,1003,29,9,87,8,125,"Unhealthy for sensitive groups","2014-08-08","04:21 PM","02:14 AM","05:16 AM","06:44 PM","shanghai"
"221","2014-08-09",30,24,0,10.8,6,92,25,32,32,27,6,79,89,0.4,1004,30,6,114,4,188,"Unhealthy","2014-08-09","05:16 PM","03:19 AM","05:16 AM","06:43 PM","shanghai"
"222","2014-08-10",29,23,0,9.5,6,99,24,29,29,26,15,75,89,0,1004,29,8,273,11,305,"Hazardous","2014-08-10","06:06 PM","04:26 AM","05:17 AM","06:42 PM","shanghai"
"223","2014-08-11",29,22,0,13.2,7,100,22,29,29,26,13,32,80,0,1005,29,10,62,9,183,"Unhealthy","2014-08-11","06:53 PM","05:36 AM","05:18 AM","06:41 PM","shanghai"
"224","2014-08-12",26,24,0,10.8,6,87,22,28,28,25,14,67,81,0,1006,26,10,84,9,150,"Unhealthy for sensitive groups","2014-08-12","07:37 PM","06:44 AM","05:18 AM","06:40 PM","shanghai"
"225","2014-08-13",30,24,0,13.2,7,79,23,31,31,27,17,49,79,0,1005,30,10,106,13,247,"Very unhealthy","2014-08-13","08:19 PM","07:52 AM","05:19 AM","06:39 PM","shanghai"
"226","2014-08-14",29,22,0,8.2,6,72,25,30,30,26,16,75,91,0.6,1006,29,6,182,10,150,"Unhealthy for sensitive groups","2014-08-14","09:00 PM","08:58 AM","05:20 AM","06:38 PM","shanghai"
"227","2014-08-15",27,22,0,12,6,65,22,28,28,25,11,59,86,0,1010,27,7,192,7,153,"Unhealthy","2014-08-15","09:42 PM","10:02 AM","05:20 AM","06:37 PM","shanghai"
"228","2014-08-16",28,22,0,8.2,6,57,23,28,28,25,15,73,87,0.2,1010,28,8,90,10,217,"Very unhealthy","2014-08-16","10:24 PM","11:04 AM","05:21 AM","06:36 PM","shanghai"
"229","2014-08-17",25,21,0,8.2,5,50,23,27,27,24,19,95,94,4.8,1007,25,7,239,12,175,"Unhealthy","2014-08-17","11:08 PM","12:03 PM","05:21 AM","06:35 PM","shanghai"
"230","2014-08-18",26,21,0,8.2,5,43,22,26,26,23,11,93,95,15.2,1011,26,4,228,8,190,"Unhealthy","2014-08-18","11:54 PM","12:59 PM","05:22 AM","06:34 PM","shanghai"
"231","2014-08-19",22,21,0,8.2,5,36,22,22,25,22,14,92,96,27,1011,22,3,30,9,150,"Unhealthy for sensitive groups","2014-08-19","No moonrise","01:53 PM","05:23 AM","06:33 PM","shanghai"
"232","2014-08-20",23,21,0,10.7,5,28,21,22,25,22,17,62,96,11.6,1010,23,6,135,11,175,"Unhealthy","2014-08-20","12:42 AM","02:42 PM","05:23 AM","06:32 PM","shanghai"
"233","2014-08-21",28,19,0,13.1,6,21,23,27,27,25,11,42,88,0.2,1011,28,7,193,7,300,"Very unhealthy","2014-08-21","01:32 AM","03:28 PM","05:24 AM","06:31 PM","shanghai"
"234","2014-08-22",29,23,0,13.1,6,14,24,31,31,27,15,26,89,0,1010,29,8,127,11,217,"Very unhealthy","2014-08-22","02:22 AM","04:11 PM","05:25 AM","06:30 PM","shanghai"
"235","2014-08-23",31,23,0,13,7,7,25,33,33,28,9,38,85,0.1,1008,31,8,160,5,260,"Very unhealthy","2014-08-23","03:14 AM","04:50 PM","05:25 AM","06:29 PM","shanghai"
"236","2014-08-24",32,26,0,12,6,0,26,35,35,29,16,49,84,6.5,1006,32,10,195,9,309,"Hazardous","2014-08-24","04:06 AM","05:27 PM","05:26 AM","06:27 PM","shanghai"
"237","2014-08-25",29,23,0,12,6,0,23,30,30,26,15,59,85,0.2,1010,29,10,205,10,287,"Very unhealthy","2014-08-25","04:58 AM","06:02 PM","05:26 AM","06:26 PM","shanghai"
"238","2014-08-26",28,22,0,11.9,6,1,22,28,28,25,12,58,83,0,1014,28,8,74,8,290,"Very unhealthy","2014-08-26","05:51 AM","06:35 PM","05:27 AM","06:25 PM","shanghai"
"239","2014-08-27",24,21,0,8.1,5,8,21,25,25,23,21,92,90,3.7,1014,24,9,91,13,227,"Very unhealthy","2014-08-27","06:43 AM","07:08 PM","05:28 AM","06:24 PM","shanghai"
"240","2014-08-28",30,22,0,13,6,15,24,31,31,26,7,52,89,1.3,1014,30,6,105,5,230,"Very unhealthy","2014-08-28","07:36 AM","07:42 PM","05:28 AM","06:23 PM","shanghai"
"241","2014-08-29",27,22,0,9.4,6,22,24,29,29,25,8,63,91,7.2,1013,27,7,107,5,223,"Very unhealthy","2014-08-29","08:29 AM","08:16 PM","05:29 AM","06:22 PM","shanghai"
"242","2014-08-30",28,21,0,12.9,6,30,22,28,28,25,12,58,88,0.4,1013,28,6,148,8,125,"Unhealthy for sensitive groups","2014-08-30","09:23 AM","08:53 PM","05:29 AM","06:20 PM","shanghai"
"243","2014-08-31",28,22,0,10.6,6,33,23,28,28,25,16,66,88,0,1010,28,8,107,10,138,"Unhealthy for sensitive groups","2014-08-31","10:19 AM","09:33 PM","05:30 AM","06:19 PM","shanghai"
"244","2014-09-01",30,24,0,12.9,6,46,24,31,31,27,17,65,88,2.4,1009,30,8,262,11,190,"Unhealthy","2014-09-01","11:16 AM","10:17 PM","05:30 AM","06:18 PM","shanghai"
"245","2014-09-02",31,23,0,12.9,7,53,25,32,32,27,14,56,88,0.1,1008,31,8,241,9,247,"Very unhealthy","2014-09-02","12:13 PM","11:06 PM","05:31 AM","06:17 PM","shanghai"
"246","2014-09-03",25,21,0,11.9,5,61,22,26,26,23,16,58,94,5.5,1009,25,7,281,11,214,"Very unhealthy","2014-09-03","01:11 PM","No moonset","05:32 AM","06:16 PM","shanghai"
"247","2014-09-04",28,19,0,11.9,6,68,21,26,26,24,13,50,84,0.2,1010,28,9,223,9,337,"Hazardous","2014-09-04","02:07 PM","12:01 AM","05:32 AM","06:14 PM","shanghai"
"248","2014-09-05",28,21,0,12.8,7,76,22,28,28,25,14,25,84,0,1011,28,10,113,10,326,"Hazardous","2014-09-05","03:02 PM","01:01 AM","05:33 AM","06:13 PM","shanghai"
"249","2014-09-06",29,23,0,12.8,7,84,23,29,29,26,14,35,86,0,1010,29,8,73,10,253,"Very unhealthy","2014-09-06","03:53 PM","02:05 AM","05:33 AM","06:12 PM","shanghai"
"250","2014-09-07",29,22,0,12.8,6,91,23,29,29,26,11,46,88,0.3,1009,29,6,78,8,170,"Unhealthy","2014-09-07","04:40 PM","03:12 AM","05:34 AM","06:11 PM","shanghai"
"251","2014-09-08",28,21,0,11.9,6,99,22,27,27,25,11,47,82,0,1008,28,8,88,8,217,"Very unhealthy","2014-09-08","05:26 PM","04:20 AM","05:35 AM","06:09 PM","shanghai"
"252","2014-09-09",28,23,0,10.6,6,100,22,28,28,25,14,60,84,0.4,1009,28,8,95,9,180,"Unhealthy","2014-09-09","06:09 PM","05:29 AM","05:35 AM","06:08 PM","shanghai"
"253","2014-09-10",27,23,0,10.6,6,86,22,27,27,25,16,53,84,0,1011,27,10,69,11,250,"Very unhealthy","2014-09-10","06:52 PM","06:36 AM","05:36 AM","06:07 PM","shanghai"
"254","2014-09-11",27,22,0,12.7,6,79,19,26,26,24,17,47,73,0,1012,27,10,84,11,138,"Unhealthy for sensitive groups","2014-09-11","07:35 PM","07:43 AM","05:36 AM","06:06 PM","shanghai"
"255","2014-09-12",26,22,0,7.9,5,71,22,27,27,24,19,90,89,7.1,1009,26,9,144,12,138,"Unhealthy for sensitive groups","2014-09-12","08:17 PM","08:47 AM","05:37 AM","06:04 PM","shanghai"
"256","2014-09-13",27,22,0,11.9,6,64,21,28,28,25,17,64,81,9,1013,27,9,120,12,125,"Unhealthy for sensitive groups","2014-09-13","09:02 PM","09:50 AM","05:37 AM","06:03 PM","shanghai"
"257","2014-09-14",27,22,0,9.2,5,56,21,27,27,24,21,69,82,0.9,1013,27,10,81,14,162,"Unhealthy","2014-09-14","09:49 PM","10:49 AM","05:38 AM","06:02 PM","shanghai"
"258","2014-09-15",27,22,0,11.9,5,48,20,26,26,24,19,46,80,0,1014,27,10,67,13,138,"Unhealthy for sensitive groups","2014-09-15","10:37 PM","11:45 AM","05:39 AM","06:01 PM","shanghai"
"259","2014-09-16",26,21,0,6.1,5,41,20,26,26,24,19,58,79,0,1015,26,10,78,12,138,"Unhealthy for sensitive groups","2014-09-16","11:27 PM","12:36 PM","05:39 AM","05:59 PM","shanghai"
"260","2014-09-17",27,22,0,7.5,5,33,20,27,27,24,18,63,79,0,1016,27,10,76,12,138,"Unhealthy for sensitive groups","2014-09-17","No moonrise","01:25 PM","05:40 AM","05:58 PM","shanghai"
"261","2014-09-18",22,19,0,6.1,5,26,19,21,23,21,20,95,87,0.2,1016,22,9,47,13,162,"Unhealthy","2014-09-18","12:17 AM","02:09 PM","05:40 AM","05:57 PM","shanghai"
"262","2014-09-19",19,18,0,6.1,4,18,18,19,19,19,15,82,96,7,1013,19,5,298,10,217,"Very unhealthy","2014-09-19","01:09 AM","02:49 PM","05:41 AM","05:56 PM","shanghai"
"263","2014-09-20",25,17,0,11.6,5,11,19,22,22,21,16,54,87,0.8,1012,25,7,160,10,273,"Very unhealthy","2014-09-20","02:01 AM","03:27 PM","05:41 AM","05:54 PM","shanghai"
"264","2014-09-21",25,20,0,10.2,5,3,19,25,25,23,28,54,79,0.2,1013,25,10,53,18,138,"Unhealthy for sensitive groups","2014-09-21","02:53 AM","04:02 PM","05:42 AM","05:53 PM","shanghai"
"265","2014-09-22",24,22,0,7.4,5,0,20,25,25,23,45,78,87,8.1,1011,24,9,51,27,138,"Unhealthy for sensitive groups","2014-09-22","03:46 AM","04:36 PM","05:43 AM","05:52 PM","shanghai"
